ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
COD,Democratic Republic of the Congo,rural,Drinking water,2019,54.03572,26697660.61726,Unimproved
COD,Democratic Republic of the Congo,urban,Drinking water,2019,10.67034,4321427.90336,Unimproved
COD,Democratic Republic of the Congo,total,Hygiene,2020,19.17279,17802544.81271,Basic service
COD,Democratic Republic of the Congo,rural,Hygiene,2020,12.33363,6225625.2728,Basic service
COD,Democratic Republic of the Congo,urban,Hygiene,2020,27.31931,11576919.51347,Basic service
COD,Democratic Republic of the Congo,total,Sanitation,2020,3.03728,2820211.98461,Basic service
COD,Democratic Republic of the Congo,rural,Sanitation,2020,0.04928,24875.58224,Basic service
COD,Democratic Republic of the Congo,urban,Sanitation,2020,6.59646,2795336.25663,Basic service
COD,Democratic Republic of the Congo,total,Drinking water,2020,24.31457,22576848.83994,Basic service
COD,Democratic Republic of the Congo,rural,Drinking water,2020,13.98349,7058424.7536,Basic service
COD,Democratic Republic of the Congo,urban,Drinking water,2020,36.6205,15518424.24275,Basic service
COD,Democratic Republic of the Congo,total,Hygiene,2020,38.41174,35666520.18886,Limited service
COD,Democratic Republic of the Congo,rural,Hygiene,2020,39.01729,19694694.18669,Limited service
COD,Democratic Republic of the Congo,urban,Hygiene,2020,37.69044,15971825.97944,Limited service
COD,Democratic Republic of the Congo,total,Sanitation,2020,17.78156,16510738.71945,Limited service
COD,Democratic Republic of the Congo,rural,Sanitation,2020,9.29783,4693248.41518,Limited service
COD,Democratic Republic of the Congo,urban,Sanitation,2020,27.88701,11817490.27522,Limited service
COD,Democratic Republic of the Congo,total,Drinking water,2020,22.18208,20596765.06928,Limited service
COD,Democratic Republic of the Congo,rural,Drinking water,2020,17.08155,8622224.05403,Limited service
COD,Democratic Republic of the Congo,urban,Drinking water,2020,28.25762,11974540.99061,Limited service
COD,Democratic Republic of the Congo,total,Hygiene,2020,42.41546,39384098.95082,No handwashing facility
COD,Democratic Republic of the Congo,rural,Hygiene,2020,48.64908,24556517.42944,No handwashing facility
COD,Democratic Republic of the Congo,urban,Hygiene,2020,34.99025,14827582.95283,No handwashing facility
COD,Democratic Republic of the Congo,total,Sanitation,2020,12.02538,11165949.3698,Open defecation
COD,Democratic Republic of the Congo,rural,Sanitation,2020,18.84649,9513111.88146,Open defecation
COD,Democratic Republic of the Congo,urban,Sanitation,2020,3.90038,1652837.49525,Open defecation
COD,Democratic Republic of the Congo,total,Drinking water,2020,8.06433,7487987.81373,Surface water
COD,Democratic Republic of the Congo,rural,Drinking water,2020,14.11828,7126463.32689,Surface water
COD,Democratic Republic of the Congo,urban,Drinking water,2020,0.85313,361524.4946,Surface water
COD,Democratic Republic of the Congo,total,Sanitation,2020,13.07858,12143878.46257,Safely managed service
COD,Democratic Republic of the Congo,rural,Sanitation,2020,11.1708,5638665.66999,Safely managed service
COD,Democratic Republic of the Congo,urban,Sanitation,2020,15.35105,6505212.78037,Safely managed service
COD,Democratic Republic of the Congo,total,Drinking water,2020,11.18567,10386245.06573,Safely managed service
COD,Democratic Republic of the Congo,rural,Drinking water,2020,0.50401,254406.95572,Safely managed service
COD,Democratic Republic of the Congo,urban,Drinking water,2020,23.90919,10131838.08045,Safely managed service
COD,Democratic Republic of the Congo,total,Sanitation,2020,54.07719,50212385.57153,Unimproved
COD,Democratic Republic of the Congo,rural,Sanitation,2020,60.6356,30606934.45077,Unimproved
COD,Democratic Republic of the Congo,urban,Sanitation,2020,46.2651,19605451.16333,Unimproved
COD,Democratic Republic of the Congo,total,Drinking water,2020,34.25335,31805317.58553,Unimproved
COD,Democratic Republic of the Congo,rural,Drinking water,2020,54.31267,27415316.92321,Unimproved
COD,Democratic Republic of the Congo,urban,Drinking water,2020,10.35956,4390000.74582,Unimproved
COD,Democratic Republic of the Congo,total,Hygiene,2021,19.26226,18471372.46921,Basic service
COD,Democratic Republic of the Congo,rural,Hygiene,2021,12.33363,6358906.8991,Basic service
COD,Democratic Republic of the Congo,urban,Hygiene,2021,27.31931,12112465.36965,Basic service
COD,Democratic Republic of the Congo,total,Sanitation,2021,3.08776,2960984.76333,Basic service
COD,Democratic Republic of the Congo,rural,Sanitation,2021,0.04928,25408.13245,Basic service
COD,Democratic Republic of the Congo,urban,Sanitation,2021,6.62111,2935576.52644,Basic service
COD,Democratic Republic of the Congo,total,Drinking water,2021,23.92938,22946871.95169,Basic service
COD,Democratic Republic of the Congo,rural,Drinking water,2021,13.64082,7032864.17829,Basic service
COD,Democratic Republic of the Congo,urban,Drinking water,2021,35.89357,15914007.45303,Basic service
COD,Democratic Republic of the Congo,total,Hygiene,2021,38.40382,36827008.78688,Limited service
COD,Democratic Republic of the Congo,rural,Hygiene,2021,39.01729,20116329.08368,Limited service
COD,Democratic Republic of the Congo,urban,Hygiene,2021,37.69044,16710679.28226,Limited service
COD,Democratic Republic of the Congo,total,Sanitation,2021,17.67843,16952574.39761,Limited service
COD,Democratic Republic of the Congo,rural,Sanitation,2021,9.29783,4793724.07087,Limited service
COD,Democratic Republic of the Congo,urban,Sanitation,2021,27.42393,12158850.14575,Limited service
COD,Democratic Republic of the Congo,total,Drinking water,2021,23.06371,22116741.01806,Limited service
COD,Democratic Republic of the Congo,rural,Drinking water,2021,17.68945,9120235.03028,Limited service
COD,Democratic Republic of the Congo,urban,Drinking water,2021,29.31323,12996505.74345,Limited service
COD,Democratic Republic of the Congo,total,Hygiene,2021,42.33392,40595735.0854,No handwashing facility
COD,Democratic Republic of the Congo,rural,Hygiene,2021,48.64908,25082236.92519,No handwashing facility
COD,Democratic Republic of the Congo,urban,Hygiene,2021,34.99025,15513503.81445,No handwashing facility
COD,Democratic Republic of the Congo,total,Sanitation,2021,11.93616,11446071.38792,Open defecation
COD,Democratic Republic of the Congo,rural,Sanitation,2021,18.84649,9716773.83783,Open defecation
COD,Democratic Republic of the Congo,urban,Sanitation,2021,3.90038,1729297.40934,Open defecation
COD,Democratic Republic of the Congo,total,Drinking water,2021,7.98514,7657279.22996,Surface water
COD,Democratic Republic of the Congo,rural,Drinking water,2021,14.11828,7279030.59207,Surface water
COD,Democratic Republic of the Congo,urban,Drinking water,2021,0.85313,378248.54151,Surface water
COD,Democratic Republic of the Congo,total,Sanitation,2021,13.05841,12522243.76135,Safely managed service
COD,Democratic Republic of the Congo,rural,Sanitation,2021,11.1708,5759381.34074,Safely managed service
COD,Democratic Republic of the Congo,urban,Sanitation,2021,15.25344,6762862.28057,Safely managed service
COD,Democratic Republic of the Congo,total,Drinking water,2021,11.38371,10916311.71609,Safely managed service
COD,Democratic Republic of the Congo,rural,Drinking water,2021,0.50831,262072.1174,Safely managed service
COD,Democratic Republic of the Congo,urban,Drinking water,2021,24.03032,10654239.49022,Safely managed service
COD,Democratic Republic of the Congo,total,Sanitation,2021,54.23924,52012243.67285,Unimproved
COD,Democratic Republic of the Congo,rural,Sanitation,2021,60.6356,31262184.61774,Unimproved
COD,Democratic Republic of the Congo,urban,Sanitation,2021,46.80115,20750061.54618,Unimproved
COD,Democratic Republic of the Congo,total,Drinking water,2021,33.63805,32256914.85679,Unimproved
COD,Democratic Republic of the Congo,rural,Drinking water,2021,54.04313,27863269.93768,Unimproved
COD,Democratic Republic of the Congo,urban,Drinking water,2021,9.90974,4393647.61485,Unimproved
COD,Democratic Republic of the Congo,total,Hygiene,2022,19.35247,19160921.99174,Basic service
COD,Democratic Republic of the Congo,rural,Hygiene,2022,12.33363,6492027.20154,Basic service
COD,Democratic Republic of the Congo,urban,Hygiene,2022,27.31931,12668895.19755,Basic service
COD,Democratic Republic of the Congo,total,Sanitation,2022,3.1387,3107631.40782,Basic service
COD,Democratic Republic of the Congo,rural,Sanitation,2022,0.04928,25940.03807,Basic service
COD,Democratic Republic of the Congo,urban,Sanitation,2022,6.64538,3081691.44584,Basic service
COD,Democratic Republic of the Congo,total,Drinking water,2022,23.53223,23299311.18479,Basic service
COD,Democratic Republic of the Congo,rural,Drinking water,2022,13.29033,6995605.89221,Basic service
COD,Democratic Republic of the Congo,urban,Drinking water,2022,35.15744,16303706.3549,Basic service
COD,Democratic Republic of the Congo,total,Hygiene,2022,38.39584,38015797.91213,Limited service
COD,Democratic Republic of the Congo,rural,Hygiene,2022,39.01729,20537453.63449,Limited service
COD,Democratic Republic of the Congo,urban,Hygiene,2022,37.69044,17478344.66773,Limited service
COD,Democratic Republic of the Congo,total,Sanitation,2022,17.57232,17398386.86644,Limited service
COD,Democratic Republic of the Congo,rural,Sanitation,2022,9.29783,4894078.111,Limited service
COD,Democratic Republic of the Congo,urban,Sanitation,2022,26.96439,12504309.17996,Limited service
COD,Democratic Republic of the Congo,total,Drinking water,2022,23.95975,23722601.24918,Limited service
COD,Democratic Republic of the Congo,rural,Drinking water,2022,18.30518,9635263.26946,Limited service
COD,Democratic Republic of the Congo,urban,Drinking water,2022,30.37805,14087338.39681,Limited service
COD,Democratic Republic of the Congo,total,Hygiene,2022,42.25169,41833491.53129,No handwashing facility
COD,Democratic Republic of the Congo,rural,Hygiene,2022,48.64908,25607320.09094,No handwashing facility
COD,Democratic Republic of the Congo,urban,Hygiene,2022,34.99025,16226172.62251,No handwashing facility
COD,Democratic Republic of the Congo,total,Sanitation,2022,11.84618,11728928.28677,Open defecation
COD,Democratic Republic of the Congo,rural,Sanitation,2022,18.84649,9920189.28211,Open defecation
COD,Democratic Republic of the Congo,urban,Sanitation,2022,3.90038,1808738.92934,Open defecation
COD,Democratic Republic of the Congo,total,Drinking water,2022,7.90528,7827038.03857,Surface water
COD,Democratic Republic of the Congo,rural,Drinking water,2022,14.11828,7431413.1901,Surface water
COD,Democratic Republic of the Congo,urban,Drinking water,2022,0.85313,395624.7539,Surface water
COD,Democratic Republic of the Congo,total,Sanitation,2022,13.03577,12906748.26956,Safely managed service
COD,Democratic Republic of the Congo,rural,Sanitation,2022,11.1708,5879950.89744,Safely managed service
COD,Democratic Republic of the Congo,urban,Sanitation,2022,15.15264,7026797.56423,Safely managed service
COD,Democratic Republic of the Congo,total,Drinking water,2022,11.58434,11469675.42261,Safely managed service
COD,Democratic Republic of the Congo,rural,Drinking water,2022,0.51261,269823.5803,Safely managed service
COD,Democratic Republic of the Congo,urban,Drinking water,2022,24.15145,11199852.28361,Safely managed service
COD,Democratic Republic of the Congo,total,Sanitation,2022,54.40703,53868517.28095,Unimproved
COD,Democratic Republic of the Congo,rural,Sanitation,2022,60.6356,31916641.67101,Unimproved
COD,Democratic Republic of the Congo,urban,Sanitation,2022,47.3372,21951874.9465,Unimproved
COD,Democratic Republic of the Congo,total,Drinking water,2022,33.0184,32691585.69437,Unimproved
COD,Democratic Republic of the Congo,rural,Drinking water,2022,53.77358,28304694.04953,Unimproved
COD,Democratic Republic of the Congo,urban,Drinking water,2022,9.45993,4386890.33665,Unimproved
COG,Congo,total,Sanitation,2016,19.54805,1013923.11414,At least basic
COG,Congo,rural,Sanitation,2016,6.22529,109780.98118,At least basic
COG,Congo,urban,Sanitation,2016,26.41099,904142.07774,At least basic
COG,Congo,total,Hygiene,2016,47.85237,2482018.43031,Basic service
COG,Congo,rural,Hygiene,2016,31.8136,561022.844,Basic service
COG,Congo,urban,Hygiene,2016,56.1144,1920995.472,Basic service
COG,Congo,total,Drinking water,2016,27.41702,1422072.81268,Basic service
COG,Congo,rural,Drinking water,2016,25.50083,449699.07344,Basic service
COG,Congo,urban,Drinking water,2016,28.40411,972373.66036,Basic service
COG,Congo,total,Hygiene,2016,34.13382,1770461.19382,Limited service
COG,Congo,rural,Hygiene,2016,43.27093,763069.23164,Limited service
COG,Congo,urban,Hygiene,2016,29.42703,1007391.90655,Limited service
COG,Congo,total,Sanitation,2016,33.12548,1718160.36964,Limited service
COG,Congo,rural,Sanitation,2016,8.8391,155874.82017,Limited service
COG,Congo,urban,Sanitation,2016,45.63609,1562285.45375,Limited service
COG,Congo,total,Drinking water,2016,10.49361,544284.92029,Limited service
COG,Congo,rural,Drinking water,2016,10.70431,188767.0622,Limited service
COG,Congo,urban,Drinking water,2016,10.38507,355517.83772,Limited service
COG,Congo,total,Hygiene,2016,18.01381,934344.38125,No handwashing facility
COG,Congo,rural,Hygiene,2016,24.91546,439376.30779,No handwashing facility
COG,Congo,urban,Hygiene,2016,14.45857,494968.13717,No handwashing facility
COG,Congo,total,Sanitation,2016,8.74545,453610.90732,Open defecation
COG,Congo,rural,Sanitation,2016,22.5713,398037.73757,Open defecation
COG,Congo,urban,Sanitation,2016,1.62335,55573.16995,Open defecation
COG,Congo,total,Drinking water,2016,6.56791,340666.01648,Surface water
COG,Congo,rural,Drinking water,2016,19.30238,340391.4571,Surface water
COG,Congo,urban,Drinking water,2016,0.00802,274.56249,Surface water
COG,Congo,total,Drinking water,2016,44.76963,2322122.04152,Safely managed service
COG,Congo,rural,Drinking water,2016,18.03897,318111.53529,Safely managed service
COG,Congo,urban,Drinking water,2016,58.53936,2004010.38453,Safely managed service
COG,Congo,total,Sanitation,2016,38.58102,2001129.6089,Unimproved
COG,Congo,rural,Sanitation,2016,62.36431,1099774.86108,Unimproved
COG,Congo,urban,Sanitation,2016,26.32957,901354.79856,Unimproved
COG,Congo,total,Drinking water,2016,10.75182,557678.2129,Unimproved
COG,Congo,rural,Drinking water,2016,26.45351,466499.27583,Unimproved
COG,Congo,urban,Drinking water,2016,2.66344,91179.03237,Unimproved
COG,Congo,total,Sanitation,2017,20.17288,1071651.90016,At least basic
COG,Congo,rural,Sanitation,2017,6.25685,111485.29857,At least basic
COG,Congo,urban,Sanitation,2017,27.19612,960166.58014,At least basic
COG,Congo,total,Hygiene,2017,47.96367,2547993.33027,Basic service
COG,Congo,rural,Hygiene,2017,31.8136,566858.60416,Basic service
COG,Congo,urban,Hygiene,2017,56.1144,1981134.67964,Basic service
COG,Congo,total,Drinking water,2017,27.86295,1480174.50331,Basic service
COG,Congo,rural,Drinking water,2017,26.66628,475142.88834,Basic service
COG,Congo,urban,Drinking water,2017,28.46689,1005031.60135,Basic service
COG,Congo,total,Hygiene,2017,34.07042,1809936.29805,Limited service
COG,Congo,rural,Hygiene,2017,43.27093,771006.67852,Limited service
COG,Congo,urban,Hygiene,2017,29.42703,1038929.59204,Limited service
COG,Congo,total,Sanitation,2017,33.71595,1791106.15388,Limited service
COG,Congo,rural,Sanitation,2017,8.8749,158134.10324,Limited service
COG,Congo,urban,Sanitation,2017,46.25291,1632972.01437,Limited service
COG,Congo,total,Drinking water,2017,10.46463,555916.76108,Limited service
COG,Congo,rural,Drinking water,2017,10.63239,189449.20276,Limited service
COG,Congo,urban,Drinking water,2017,10.37996,366467.54917,Limited service
COG,Congo,total,Hygiene,2017,17.96591,954410.32238,No handwashing facility
COG,Congo,rural,Hygiene,2017,24.91546,443946.70057,No handwashing facility
COG,Congo,urban,Hygiene,2017,14.45857,510463.74453,No handwashing facility
COG,Congo,total,Sanitation,2017,8.74509,464569.10937,Open defecation
COG,Congo,rural,Sanitation,2017,23.01214,410033.15302,Open defecation
COG,Congo,urban,Sanitation,2017,1.5447,54535.95248,Open defecation
COG,Congo,total,Drinking water,2017,6.45857,343101.43858,Surface water
COG,Congo,rural,Drinking water,2017,19.23803,342785.47341,Surface water
COG,Congo,urban,Drinking water,2017,0.00895,315.96291,Surface water
COG,Congo,total,Drinking water,2017,45.35481,2409401.84385,Safely managed service
COG,Congo,rural,Drinking water,2017,19.05814,339580.19704,Safely managed service
COG,Congo,urban,Drinking water,2017,58.6264,2069821.59992,Safely managed service
COG,Congo,total,Sanitation,2017,37.36607,1985012.83659,Unimproved
COG,Congo,rural,Sanitation,2017,61.8561,1102159.44517,Unimproved
COG,Congo,urban,Sanitation,2017,25.00627,882853.45301,Unimproved
COG,Congo,total,Drinking water,2017,9.85903,523745.44061,Unimproved
COG,Congo,rural,Drinking water,2017,24.40517,434854.24291,Unimproved
COG,Congo,urban,Drinking water,2017,2.51779,88891.28081,Unimproved
COG,Congo,total,Sanitation,2018,20.26857,1102825.53037,At least basic
COG,Congo,rural,Sanitation,2018,6.25685,112630.85893,At least basic
COG,Congo,urban,Sanitation,2018,27.19612,990194.63051,At least basic
COG,Congo,total,Hygiene,2018,48.07473,2615775.67442,Basic service
COG,Congo,rural,Hygiene,2018,31.8136,572683.32501,Basic service
COG,Congo,urban,Hygiene,2018,56.1144,2043092.27448,Basic service
COG,Congo,total,Drinking water,2018,27.87118,1516487.95356,Basic service
COG,Congo,rural,Drinking water,2018,26.66628,480025.18997,Basic service
COG,Congo,urban,Drinking water,2018,28.46689,1036462.75108,Basic service
COG,Congo,total,Hygiene,2018,34.00715,1850349.9968,Limited service
COG,Congo,rural,Hygiene,2018,43.27093,778929.11039,Limited service
COG,Congo,urban,Hygiene,2018,29.42703,1071420.8605,Limited service
COG,Congo,total,Sanitation,2018,33.88677,1843800.31329,Limited service
COG,Congo,rural,Sanitation,2018,8.8749,159759.00052,Limited service
COG,Congo,urban,Sanitation,2018,46.25291,1684041.24226,Limited service
COG,Congo,total,Drinking water,2018,10.46348,569324.26715,Limited service
COG,Congo,rural,Drinking water,2018,10.63239,191395.87643,Limited service
COG,Congo,urban,Drinking water,2018,10.37996,377928.37925,Limited service
COG,Congo,total,Hygiene,2018,17.91813,974936.29879,No handwashing facility
COG,Congo,rural,Hygiene,2018,24.91546,448508.44768,No handwashing facility
COG,Congo,urban,Hygiene,2018,14.45857,526427.88174,No handwashing facility
COG,Congo,total,Sanitation,2018,8.64699,470487.913,Open defecation
COG,Congo,rural,Sanitation,2018,23.01214,414246.42355,Open defecation
COG,Congo,urban,Sanitation,2018,1.5447,56241.49854,Open defecation
COG,Congo,total,Drinking water,2018,6.3707,346633.57912,Surface water
COG,Congo,rural,Drinking water,2018,19.23803,346307.74453,Surface water
COG,Congo,urban,Drinking water,2018,0.00895,325.84427,Surface water
COG,Congo,total,Drinking water,2018,45.53564,2477622.38907,Safely managed service
COG,Congo,rural,Drinking water,2018,19.05814,343069.53254,Safely managed service
COG,Congo,urban,Drinking water,2018,58.6264,2134552.7711,Safely managed service
COG,Congo,total,Sanitation,2018,37.19767,2023948.24334,Unimproved
COG,Congo,rural,Sanitation,2018,61.8561,1113484.617,Unimproved
COG,Congo,urban,Sanitation,2018,25.00627,910463.62869,Unimproved
COG,Congo,total,Drinking water,2018,9.75901,530993.78938,Unimproved
COG,Congo,rural,Drinking water,2018,24.40517,439322.56103,Unimproved
COG,Congo,urban,Drinking water,2018,2.51779,91671.24828,Unimproved
COG,Congo,total,Sanitation,2019,20.36426,1134438.72532,At least basic
COG,Congo,rural,Sanitation,2019,6.25685,113722.18491,At least basic
COG,Congo,urban,Sanitation,2019,27.19612,1020716.56239,At least basic
COG,Congo,total,Hygiene,2019,48.18578,2684301.14483,Basic service
COG,Congo,rural,Hygiene,2019,31.8136,578232.28554,Basic service
COG,Congo,urban,Hygiene,2019,56.1144,2106068.90686,Basic service
COG,Congo,total,Drinking water,2019,27.8794,1553087.16262,Basic service
COG,Congo,rural,Drinking water,2019,26.66628,484676.34832,Basic service
COG,Congo,urban,Drinking water,2019,28.46689,1068410.85958,Basic service
COG,Congo,total,Hygiene,2019,33.94388,1890922.96561,Limited service
COG,Congo,rural,Hygiene,2019,43.27093,786476.46982,Limited service
COG,Congo,urban,Hygiene,2019,29.42703,1104446.52386,Limited service
COG,Congo,total,Sanitation,2019,34.05759,1897257.35601,Limited service
COG,Congo,rural,Sanitation,2019,8.8749,161306.97014,Limited service
COG,Congo,urban,Sanitation,2019,46.25291,1735950.42304,Limited service
COG,Congo,total,Drinking water,2019,10.46232,582828.08868,Limited service
COG,Congo,rural,Drinking water,2019,10.63239,193250.38855,Limited service
COG,Congo,urban,Drinking water,2019,10.37996,389577.70949,Limited service
COG,Congo,total,Hygiene,2019,17.87034,995508.84069,No handwashing facility
COG,Congo,rural,Hygiene,2019,24.91546,452854.22757,No handwashing facility
COG,Congo,urban,Hygiene,2019,14.45857,542654.58653,No handwashing facility
COG,Congo,total,Sanitation,2019,8.54888,476235.3172,Open defecation
COG,Congo,rural,Sanitation,2019,23.01214,418260.22482,Open defecation
COG,Congo,urban,Sanitation,2019,1.5447,57975.09629,Open defecation
COG,Congo,total,Drinking water,2019,6.28282,349999.14632,Surface water
COG,Congo,rural,Drinking water,2019,19.23803,349663.26043,Surface water
COG,Congo,urban,Drinking water,2019,0.00895,335.88815,Surface water
COG,Congo,total,Drinking water,2019,45.71647,2546742.22183,Safely managed service
COG,Congo,rural,Drinking water,2019,19.05814,346393.6721,Safely managed service
COG,Congo,urban,Drinking water,2019,58.6264,2200348.59776,Safely managed service
COG,Congo,total,Sanitation,2019,37.02927,2062801.60147,Unimproved
COG,Congo,rural,Sanitation,2019,61.8561,1124273.62014,Unimproved
COG,Congo,urban,Sanitation,2019,25.00627,938527.91827,Unimproved
COG,Congo,total,Drinking water,2019,9.65899,538076.35898,Unimproved
COG,Congo,rural,Drinking water,2019,24.40517,443579.33514,Unimproved
COG,Congo,urban,Drinking water,2019,2.51779,94496.93882,Unimproved
COG,Congo,total,Sanitation,2020,20.45975,1166650.31344,At least basic
COG,Congo,rural,Sanitation,2020,6.25685,114778.55387,At least basic
COG,Congo,urban,Sanitation,2020,27.19612,1051871.83748,At least basic
COG,Congo,total,Drinking water,2020,27.88762,1590200.34337,Basic service
COG,Congo,rural,Drinking water,2020,26.66628,489178.5222,Basic service
COG,Congo,urban,Drinking water,2020,28.46689,1101021.90506,Basic service
COG,Congo,total,Sanitation,2020,34.22803,1951741.96677,Limited service
COG,Congo,rural,Sanitation,2020,8.8749,162805.35567,Limited service
COG,Congo,urban,Sanitation,2020,46.25291,1788936.74164,Limited service
COG,Congo,total,Drinking water,2020,10.46117,596514.22695,Limited service
COG,Congo,rural,Drinking water,2020,10.63239,195045.4975,Limited service
COG,Congo,urban,Drinking water,2020,10.37996,401468.76833,Limited service
COG,Congo,total,Sanitation,2020,8.45099,481890.09461,Open defecation
COG,Congo,rural,Sanitation,2020,23.01214,422145.45723,Open defecation
COG,Congo,urban,Sanitation,2020,1.5447,59744.66694,Open defecation
COG,Congo,total,Drinking water,2020,6.19514,353257.41256,Surface water
COG,Congo,rural,Drinking water,2020,19.23803,352911.29348,Surface water
COG,Congo,urban,Drinking water,2020,0.00895,346.14045,Surface water
COG,Congo,total,Drinking water,2020,45.8969,2617120.87584,Safely managed service
COG,Congo,rural,Drinking water,2020,19.05814,349611.33384,Safely managed service
COG,Congo,urban,Drinking water,2020,58.6264,2267509.71612,Safely managed service
COG,Congo,total,Sanitation,2020,36.86123,2101891.62517,Unimproved
COG,Congo,rural,Sanitation,2020,61.8561,1134717.03323,Unimproved
COG,Congo,urban,Sanitation,2020,25.00627,967174.55393,Unimproved
COG,Congo,total,Drinking water,2020,9.55918,545081.15945,Unimproved
COG,Congo,rural,Drinking water,2020,24.40517,447699.75757,Unimproved
COG,Congo,urban,Drinking water,2020,2.51779,97381.26365,Unimproved
COG,Congo,total,Sanitation,2021,20.55481,1199538.84745,At least basic
COG,Congo,rural,Sanitation,2021,6.25685,115810.70882,At least basic
COG,Congo,urban,Sanitation,2021,27.19612,1083728.14692,At least basic
COG,Congo,total,Drinking water,2021,27.89579,1627944.19241,Basic service
COG,Congo,rural,Drinking water,2021,26.66628,493577.49759,Basic service
COG,Congo,urban,Drinking water,2021,28.46689,1134366.74162,Basic service
COG,Congo,total,Sanitation,2021,34.39773,2007384.70368,Limited service
COG,Congo,rural,Sanitation,2021,8.8749,164269.39532,Limited service
COG,Congo,urban,Sanitation,2021,46.25291,1843115.32155,Limited service
COG,Congo,total,Drinking water,2021,10.46003,610426.84325,Limited service
COG,Congo,rural,Drinking water,2021,10.63239,196799.4591,Limited service
COG,Congo,urban,Drinking water,2021,10.37996,413627.39152,Limited service
COG,Congo,total,Sanitation,2021,8.35353,487495.67587,Open defecation
COG,Congo,rural,Sanitation,2021,23.01214,425941.63264,Open defecation
COG,Congo,urban,Sanitation,2021,1.5447,61554.05524,Open defecation
COG,Congo,total,Drinking water,2021,6.10784,356441.48899,Surface water
COG,Congo,rural,Drinking water,2021,19.23803,356084.87537,Surface water
COG,Congo,urban,Drinking water,2021,0.00895,356.62343,Surface water
COG,Congo,total,Drinking water,2021,46.07654,2688937.26717,Safely managed service
COG,Congo,rural,Drinking water,2021,19.05814,352755.24058,Safely managed service
COG,Congo,urban,Drinking water,2021,58.6264,2336182.04729,Safely managed service
COG,Congo,total,Sanitation,2021,36.69393,2141386.773,Unimproved
COG,Congo,rural,Sanitation,2021,61.8561,1144921.06322,Unimproved
COG,Congo,urban,Sanitation,2021,25.00627,996465.77628,Unimproved
COG,Congo,total,Drinking water,2021,9.45981,552056.17835,Unimproved
COG,Congo,rural,Drinking water,2021,24.40517,451725.73199,Unimproved
COG,Congo,urban,Drinking water,2021,2.51779,100330.48955,Unimproved
COK,Cook Islands,total,Sanitation,2016,85.03645,14920.495,At least basic
COK,Cook Islands,total,Drinking water,2016,99.95965,17538.92032,At least basic
COK,Cook Islands,total,Sanitation,2016,11.3298,1987.92679,Limited service
COK,Cook Islands,total,Drinking water,2016,0,0,Limited service
COK,Cook Islands,total,Sanitation,2016,0.4829,84.72889,Open defecation
COK,Cook Islands,total,Drinking water,2016,0,0,Surface water
COK,Cook Islands,total,Sanitation,2016,3.15086,552.84932,Unimproved
COK,Cook Islands,total,Drinking water,2016,0.04035,7.07968,Unimproved
COK,Cook Islands,total,Sanitation,2017,85.23814,14827.17432,At least basic
COK,Cook Islands,total,Drinking water,2017,99.96563,17389.02142,At least basic
COK,Cook Islands,total,Sanitation,2017,11.35667,1975.49325,Limited service
COK,Cook Islands,total,Drinking water,2017,0,0,Limited service
COK,Cook Islands,total,Sanitation,2017,0.4829,83.99972,Open defecation
COK,Cook Islands,total,Drinking water,2017,0,0,Surface water
COK,Cook Islands,total,Sanitation,2017,2.92229,508.33271,Unimproved
COK,Cook Islands,total,Drinking water,2017,0.03437,5.97858,Unimproved
COK,Cook Islands,total,Sanitation,2018,85.43983,14740.93413,At least basic
COK,Cook Islands,total,Drinking water,2018,99.97161,17248.10191,At least basic
COK,Cook Islands,total,Sanitation,2018,11.38355,1964.00307,Limited service
COK,Cook Islands,total,Drinking water,2018,0,0,Limited service
COK,Cook Islands,total,Sanitation,2018,0.4829,83.31401,Open defecation
COK,Cook Islands,total,Drinking water,2018,0,0,Surface water
COK,Cook Islands,total,Sanitation,2018,2.69373,464.7488,Unimproved
COK,Cook Islands,total,Drinking water,2018,0.02839,4.89809,Unimproved
COK,Cook Islands,total,Sanitation,2019,85.43983,14618.75517,At least basic
COK,Cook Islands,total,Drinking water,2019,99.97161,17105.14251,At least basic
COK,Cook Islands,total,Sanitation,2019,11.38355,1947.7246,Limited service
COK,Cook Islands,total,Drinking water,2019,0,0,Limited service
COK,Cook Islands,total,Sanitation,2019,0.4829,82.62347,Open defecation
COK,Cook Islands,total,Drinking water,2019,0,0,Surface water
COK,Cook Islands,total,Sanitation,2019,2.69373,460.89677,Unimproved
COK,Cook Islands,total,Drinking water,2019,0.02839,4.85749,Unimproved
COK,Cook Islands,total,Sanitation,2020,85.43983,14549.5489,At least basic
COK,Cook Islands,total,Drinking water,2020,99.97161,17024.1655,At least basic
COK,Cook Islands,total,Sanitation,2020,11.38355,1938.50392,Limited service
COK,Cook Islands,total,Drinking water,2020,0,0,Limited service
COK,Cook Islands,total,Sanitation,2020,0.4829,82.23232,Open defecation
COK,Cook Islands,total,Drinking water,2020,0,0,Surface water
COK,Cook Islands,total,Sanitation,2020,2.69373,458.71485,Unimproved
COK,Cook Islands,total,Drinking water,2020,0.02839,4.8345,Unimproved
COK,Cook Islands,total,Sanitation,2021,85.43983,14527.33455,At least basic
COK,Cook Islands,total,Drinking water,2021,99.97161,16998.17289,At least basic
